"laplaphi","dphidz","dphidy","dphidx","dcdz","dcdy","rho","vx","vy","vz","phi","forceNSX","pressure","composition","forceNSY","potential","forceNSZ","t","dcdx","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.0278e-07,0,0,-1.0139e-09,0,0,1,3.5152e-19,4.1208e-05,0,1,0,-1.6658e-20,0.5,5.1371e-06,-1.3267e-13,0,0,-1.9944e-10,,1.795,0.515,0.32,0
2.0279e-07,0,0,-1.0139e-09,0,0,1,-2.287e-19,4.0853e-05,0,1,0,2.5129e-20,0.5,5.1371e-06,-6.5614e-14,0,0,-1.9943e-10,,1.805,0.525,0.32,0
2.0279e-07,0,0,1.0139e-09,0,0,1,3.5067e-19,4.0494e-05,0,1,0,5.0822e-21,0.5,5.1371e-06,-6.5503e-14,0,0,1.9943e-10,,1.815,0.535,0.32,0
-2.0279e-07,0,0,1.0139e-09,0,0,1,-2.3039e-19,4.0133e-05,0,1,0,3.1058e-20,0.5,5.1371e-06,-1.3267e-13,0,0,1.9943e-10,,1.825,0.545,0.32,0
-3.0025e-07,0,0,-1.5013e-09,0,0,1,3.5152e-19,3.9769e-05,0,1,0,1.44e-20,0.5,5.1371e-06,-1.3245e-13,0,0,-2.9597e-10,,1.835,0.555,0.32,0
3.0025e-07,0,0,-1.5013e-09,0,0,1,-2.3124e-19,3.9401e-05,0,1,0,1.44e-20,0.5,5.1371e-06,-4.6962e-14,0,0,-2.9598e-10,,1.845,0.565,0.32,0
3.0026e-07,0,0,1.5013e-09,0,0,1,3.5237e-19,3.903e-05,0,1,0,1.7788e-20,0.5,5.1371e-06,-4.6851e-14,0,0,2.9598e-10,,1.855,0.575,0.32,0
-3.0026e-07,0,0,1.5013e-09,0,0,1,-2.2955e-19,3.8657e-05,0,1,0,1.6094e-20,0.5,5.1371e-06,-1.3262e-13,0,0,2.9597e-10,,1.865,0.585,0.32,0
-4.4409e-12,0,0,-2.2205e-14,0,0,1,3.5321e-19,3.828e-05,0,1,0,1.2423e-20,0.5,5.1371e-06,-1.3267e-13,0,0,-5.5511e-15,,1.875,0.595,0.32,0
-2.9382e-07,0,0,-1.4692e-09,0,0,1,-2.3293e-19,3.79e-05,0,1,0,-7.0586e-21,0.5,5.1371e-06,-1.3262e-13,0,0,-2.9031e-10,,1.885,0.605,0.32,0
2.9383e-07,0,0,-1.4691e-09,0,0,1,3.5067e-19,3.7517e-05,0,1,0,3.1058e-21,0.5,5.1371e-06,-6.2228e-14,0,0,-2.903e-10,,1.895,0.615,0.32,0
2.9382e-07,0,0,1.4692e-09,0,0,1,-2.3124e-19,3.7131e-05,0,1,0,1.7505e-20,0.5,5.1371e-06,-6.2228e-14,0,0,2.9031e-10,,1.905,0.625,0.32,0
-2.9383e-07,0,0,1.4691e-09,0,0,1,3.5152e-19,3.6742e-05,0,1,0,1.9482e-20,0.5,5.1371e-06,-1.3267e-13,0,0,2.9031e-10,,1.915,0.635,0.32,0
-2.52e-07,0,0,-1.26e-09,0,0,1,-2.3378e-19,3.635e-05,0,1,0,-2.8234e-22,0.5,5.1371e-06,-1.3256e-13,0,0,-2.4863e-10,,1.925,0.645,0.32,0
2.52e-07,0,0,-1.26e-09,0,0,1,3.4982e-19,3.5955e-05,0,1,0,5.6469e-22,0.5,5.1371e-06,-6.517e-14,0,0,-2.4865e-10,,1.935,0.655,0.32,0
2.52e-07,0,0,1.26e-09,0,0,1,-2.3378e-19,3.5557e-05,0,1,0,3.9528e-20,0.5,5.1371e-06,-6.5503e-14,0,0,2.4863e-10,,1.945,0.665,0.32,0
-3.9773e-07,0,0,5.3134e-10,0,0,1,3.4982e-19,3.5155e-05,0,1,0,2.4282e-20,0.5,5.1371e-06,-1.3245e-13,0,0,1.0691e-10,,1.955,0.675,0.32,0
1.4573e-07,0,0,-7.2866e-10,0,0,1,-2.3463e-19,3.4751e-05,0,1,0,-8.4703e-22,0.5,5.1371e-06,-5.2736e-14,0,0,-1.4175e-10,,1.965,0.685,0.32,0
1.4574e-07,0,0,7.2867e-10,0,0,1,3.4813e-19,3.4343e-05,0,1,0,2.9929e-20,0.5,5.1371e-06,-5.2791e-14,0,0,1.4174e-10,,1.975,0.695,0.32,0
-1.4574e-07,0,0,7.2868e-10,0,0,1,-2.3463e-19,3.3933e-05,0,1,0,3.4164e-20,0.5,5.1371e-06,-1.3262e-13,0,0,1.4175e-10,,1.985,0.705,0.32,0
-1.5743e-07,0,0,-7.8716e-10,0,0,1,3.4982e-19,3.3519e-05,0,1,0,1.6658e-20,0.5,5.1371e-06,-1.3256e-13,0,0,-1.5341e-10,,1.995,0.715,0.32,0
1.5743e-07,0,0,-7.8716e-10,0,0,1,-2.3547e-19,3.3102e-05,0,1,0,2.5693e-20,0.5,5.1371e-06,-5.2236e-14,0,0,-1.5341e-10,,2.005,0.725,0.32,0
1.5743e-07,0,0,7.8716e-10,0,0,1,3.4813e-19,3.2682e-05,0,1,0,3.5858e-20,0.5,5.1371e-06,-5.2125e-14,0,0,1.5342e-10,,2.015,0.735,0.32,0
-3.8105e-07,0,0,-3.3095e-10,0,0,1,-2.3463e-19,3.2259e-05,0,1,0,3.247e-20,0.5,5.1371e-06,-1.3256e-13,0,0,-6.6874e-11,,2.025,0.745,0.32,0
2.2362e-07,0,0,-1.1181e-09,0,0,1,3.4898e-19,3.1833e-05,0,1,0,9.8821e-21,0.5,5.1371e-06,-6.5836e-14,0,0,-2.2029e-10,,2.035,0.755,0.32,0
2.2362e-07,0,0,1.1181e-09,0,0,1,-2.3463e-19,3.1404e-05,0,1,0,2.5129e-20,0.5,5.1371e-06,-6.5892e-14,0,0,2.2029e-10,,2.045,0.765,0.32,0
-2.2362e-07,0,0,1.1181e-09,0,0,1,3.4644e-19,3.0972e-05,0,1,0,2.8234e-22,0.5,5.1371e-06,-1.3256e-13,0,0,2.2028e-10,,2.055,0.775,0.32,0
-2.6997e-07,0,0,-1.3498e-09,0,0,1,-2.3717e-19,3.0537e-05,0,1,0,-1.4117e-21,0.5,5.1371e-06,-1.3278e-13,0,0,-2.6604e-10,,2.065,0.785,0.32,0
2.6996e-07,0,0,-1.3499e-09,0,0,1,3.4474e-19,3.0098e-05,0,1,0,-1.2423e-20,0.5,5.1371e-06,-5.4012e-14,0,0,-2.6602e-10,,2.075,0.795,0.32,0
2.6997e-07,0,0,1.3498e-09,0,0,1,-2.4056e-19,2.9657e-05,0,1,0,-6.7763e-21,0.5,5.1371e-06,-5.379e-14,0,0,2.6603e-10,,2.085,0.805,0.32,0
-2.6996e-07,0,0,1.3498e-09,0,0,1,3.4135e-19,2.9212e-05,0,1,0,1.5247e-20,0.5,5.1371e-06,-1.3262e-13,0,0,2.6603e-10,,2.095,0.815,0.32,0
-2.3553e-07,0,0,-1.1776e-09,0,0,1,-2.414e-19,2.8764e-05,0,1,0,2.0894e-20,0.5,5.1371e-06,-1.325e-13,0,0,-2.3189e-10,,2.105,0.825,0.32,0
2.3553e-07,0,0,-1.1776e-09,0,0,1,3.4135e-19,2.8314e-05,0,1,0,2.2587e-21,0.5,5.1371e-06,-6.0008e-14,0,0,-2.3191e-10,,2.115,0.835,0.32,0
2.3553e-07,0,0,1.1776e-09,0,0,1,-2.4437e-19,2.786e-05,0,1,0,-5.3645e-21,0.5,5.1371e-06,-6.0174e-14,0,0,2.3189e-10,,2.125,0.845,0.32,0
-3.2735e-07,0,0,7.1851e-10,0,0,1,3.3754e-19,2.7403e-05,0,1,0,-1.7646e-20,0.5,5.1371e-06,-1.3273e-13,0,0,1.434e-10,,2.135,0.855,0.32,0
9.1827e-08,0,0,-4.5913e-10,0,0,1,-2.503e-19,2.6943e-05,0,1,0,-7.9056e-21,0.5,5.1371e-06,-6.628e-14,0,0,-8.8515e-11,,2.145,0.865,0.32,0
9.1824e-08,0,0,4.5912e-10,0,0,1,3.3754e-19,2.648e-05,0,1,0,-1.0447e-20,0.5,5.1371e-06,-6.6502e-14,0,0,8.8499e-11,,2.155,0.875,0.32,0
-2.8471e-07,0,0,-5.053e-10,0,0,1,-2.5199e-19,2.6014e-05,0,1,0,1.1294e-21,0.5,5.1371e-06,-1.3278e-13,0,0,-1.0088e-10,,2.165,0.885,0.32,0
1.9288e-07,0,0,-9.6441e-10,0,0,1,3.3373e-19,2.5545e-05,0,1,0,-1.2988e-20,0.5,5.1371e-06,-6.2839e-14,0,0,-1.8938e-10,,2.175,0.895,0.32,0
1.9288e-07,0,0,9.6443e-10,0,0,1,-2.5411e-19,2.5073e-05,0,1,0,-2.3999e-20,0.5,5.1371e-06,-6.2783e-14,0,0,1.8939e-10,,2.185,0.905,0.32,0
-2.7683e-07,0,0,5.4471e-10,0,0,1,3.3246e-19,2.4597e-05,0,1,0,-3.3599e-20,0.5,5.1371e-06,-1.3267e-13,0,0,1.0935e-10,,2.195,0.915,0.32,0
8.3942e-08,0,0,-4.1972e-10,0,0,1,-2.6046e-19,2.4119e-05,0,1,0,-8.8938e-21,0.5,5.1371e-06,-5.4678e-14,0,0,-8.0039e-11,,2.205,0.925,0.32,0
8.3941e-08,0,0,4.1969e-10,0,0,1,3.2865e-19,2.3637e-05,0,1,0,-5.9292e-21,0.5,5.1371e-06,-5.4567e-14,0,0,8.0044e-11,,2.215,0.935,0.32,0
-2.2985e-07,0,0,-3.0986e-10,0,0,1,-2.6258e-19,2.3152e-05,0,1,0,-4.3763e-21,0.5,5.1371e-06,-1.3256e-13,0,0,-6.1654e-11,,2.225,0.945,0.32,0
1.4591e-07,0,0,-7.2956e-10,0,0,1,3.3204e-19,2.2665e-05,0,1,0,6.2963e-20,0.5,5.1371e-06,-4.8184e-14,0,0,-1.4169e-10,,2.235,0.955,0.32,0
1.4591e-07,0,0,7.2957e-10,0,0,1,-2.6427e-19,2.2174e-05,0,1,0,5.1104e-20,0.5,5.1371e-06,-4.8073e-14,0,0,1.4169e-10,,2.245,0.965,0.32,0
-3.5112e-07,0,0,-2.9648e-10,0,0,1,3.2865e-19,2.168e-05,0,1,0,2.2588e-20,0.5,5.1371e-06,-1.3262e-13,0,0,-6.0269e-11,,2.255,0.975,0.32,0
2.0521e-07,0,0,-1.026e-09,0,0,1,-2.6427e-19,2.1183e-05,0,1,0,-2.5976e-20,0.5,5.1371e-06,-6.7502e-14,0,0,-2.0195e-10,,2.265,0.985,0.32,0
2.0521e-07,0,0,1.0261e-09,0,0,1,3.295e-19,2.0683e-05,0,1,0,-1.3552e-20,0.5,5.1371e-06,-6.7446e-14,0,0,2.0195e-10,,2.275,0.995,0.32,0
-2.0521e-07,0,0,1.0261e-09,0,0,1,-2.6809e-19,2.018e-05,0,1,0,-1.2282e-20,0.5,5.1371e-06,-1.3273e-13,0,0,2.0195e-10,,2.285,1.005,0.32,0
-2.2031e-07,0,0,-1.1016e-09,0,0,1,3.2314e-19,1.9674e-05,0,1,0,-6.9174e-21,0.5,5.1371e-06,-1.3267e-13,0,0,-2.1694e-10,,2.295,1.015,0.32,0
2.2031e-07,0,0,-1.1016e-09,0,0,1,-2.6681e-19,1.9165e-05,0,1,0,6.7763e-21,0.5,5.1371e-06,-6.517e-14,0,0,-2.1694e-10,,2.305,1.025,0.32,0
2.2031e-07,0,0,1.1015e-09,0,0,1,3.2314e-19,1.8652e-05,0,1,0,-1.0164e-20,0.5,5.1371e-06,-6.517e-14,0,0,2.1695e-10,,2.315,1.035,0.32,0
-2.2031e-07,0,0,1.1016e-09,0,0,1,-2.702e-19,1.8137e-05,0,1,0,7.0586e-21,0.5,5.1371e-06,-1.3245e-13,0,0,2.1694e-10,,2.325,1.045,0.32,0
-2.2662e-07,0,0,-1.133e-09,0,0,1,3.2145e-19,1.7618e-05,0,1,0,-1.9623e-20,0.5,5.1371e-06,-1.3262e-13,0,0,-2.2267e-10,,2.335,1.055,0.32,0
2.2661e-07,0,0,-1.1331e-09,0,0,1,-2.7105e-19,1.7097e-05,0,1,0,-2.047e-20,0.5,5.1371e-06,-5.3624e-14,0,0,-2.2265e-10,,2.345,1.065,0.32,0
2.2661e-07,0,0,1.133e-09,0,0,1,3.2018e-19,1.6572e-05,0,1,0,-3.487e-20,0.5,5.1371e-06,-5.3457e-14,0,0,2.2265e-10,,2.355,1.075,0.32,0
-2.2661e-07,0,0,1.1331e-09,0,0,1,-2.7105e-19,1.6044e-05,0,1,0,-3.5575e-20,0.5,5.1371e-06,-1.3273e-13,0,0,2.2265e-10,,2.365,1.085,0.32,0
-2.1235e-07,0,0,-1.0617e-09,0,0,1,3.1721e-19,1.5513e-05,0,1,0,-8.188e-21,0.5,5.1371e-06,-1.3278e-13,0,0,-2.0849e-10,,2.375,1.095,0.32,0
2.1234e-07,0,0,-1.0617e-09,0,0,1,-2.7571e-19,1.4979e-05,0,1,0,-2.527e-20,0.5,5.1371e-06,-5.5789e-14,0,0,-2.0849e-10,,2.385,1.105,0.32,0
2.1234e-07,0,0,1.0617e-09,0,0,1,3.1594e-19,1.4442e-05,0,1,0,-2.8799e-20,0.5,5.1371e-06,-5.5733e-14,0,0,2.0849e-10,,2.395,1.115,0.32,0
-2.9994e-07,0,0,6.2369e-10,0,0,1,-2.7613e-19,1.3902e-05,0,1,0,-2.6964e-20,0.5,5.1371e-06,-1.3273e-13,0,0,1.2414e-10,,2.405,1.125,0.32,0
8.7601e-08,0,0,-4.3798e-10,0,0,1,3.1086e-19,1.3359e-05,0,1,0,-1.9482e-20,0.5,5.1371e-06,-6.7668e-14,0,0,-8.4357e-11,,2.415,1.135,0.32,0
8.7599e-08,0,0,4.3802e-10,0,0,1,-2.8121e-19,1.2813e-05,0,1,0,-3.8963e-20,0.5,5.1371e-06,-6.7946e-14,0,0,8.4357e-11,,2.425,1.145,0.32,0
-2.7636e-07,0,0,-5.0578e-10,0,0,1,3.1086e-19,1.2264e-05,0,1,0,-2.3999e-20,0.5,5.1371e-06,-1.3256e-13,0,0,-1.0084e-10,,2.435,1.155,0.32,0
1.8876e-07,0,0,-9.4377e-10,0,0,1,-2.8079e-19,1.1711e-05,0,1,0,-3.5011e-20,0.5,5.1371e-06,-6.1617e-14,0,0,-1.8522e-10,,2.445,1.165,0.32,0
1.8875e-07,0,0,9.438e-10,0,0,1,3.0408e-19,1.1156e-05,0,1,0,-2.5693e-20,0.5,5.1371e-06,-6.1839e-14,0,0,1.8521e-10,,2.455,1.175,0.32,0
-2.7937e-07,0,0,4.9074e-10,0,0,1,-2.846e-19,1.0597e-05,0,1,0,-2.5693e-20,0.5,5.1371e-06,-1.3267e-13,0,0,9.8491e-11,,2.465,1.185,0.32,0
9.0607e-08,0,0,-4.5305e-10,0,0,1,3.0408e-19,1.0035e-05,0,1,0,-2.9646e-20,0.5,5.1371e-06,-5.5012e-14,0,0,-8.6722e-11,,2.475,1.195,0.32,0
9.0609e-08,0,0,4.5303e-10,0,0,1,-2.863e-19,9.4707e-06,0,1,0,-2.9929e-20,0.5,5.1371e-06,-5.4956e-14,0,0,8.6719e-11,,2.485,1.205,0.32,0
-2.7192e-07,0,0,-4.5354e-10,0,0,1,3.0154e-19,8.9028e-06,0,1,0,-2.9646e-20,0.5,5.1371e-06,-1.3273e-13,0,0,-9.0963e-11,,2.495,1.215,0.32,0
1.8132e-07,0,0,-9.0659e-10,0,0,1,-2.9053e-19,8.3319e-06,0,1,0,-7.9056e-21,0.5,5.1371e-06,-6.0063e-14,0,0,-1.7768e-10,,2.505,1.225,0.32,0
1.8132e-07,0,0,9.0658e-10,0,0,1,2.9985e-19,7.7579e-06,0,1,0,-1.4117e-20,0.5,5.1371e-06,-6.0008e-14,0,0,1.7768e-10,,2.515,1.235,0.32,0
-3.1656e-07,0,0,2.3038e-10,0,0,1,-2.9392e-19,7.1808e-06,0,1,0,-4.094e-21,0.5,5.1371e-06,-1.3284e-13,0,0,4.5813e-11,,2.525,1.245,0.32,0
1.3524e-07,0,0,-6.7619e-10,0,0,1,2.99e-19,6.6006e-06,0,1,0,-8.0468e-21,0.5,5.1371e-06,-6.5226e-14,0,0,-1.3187e-10,,2.535,1.255,0.32,0
1.3524e-07,0,0,6.7623e-10,0,0,1,-2.9646e-19,6.0174e-06,0,1,0,-1.1294e-20,0.5,5.1371e-06,-6.5503e-14,0,0,1.3186e-10,,2.545,1.265,0.32,0
1.3523e-07,0,0,2.0286e-09,0,0,1,2.9731e-19,5.4311e-06,0,1,0,-1.6376e-20,0.5,5.1371e-06,-1.3289e-13,0,0,3.9563e-10,,2.555,1.275,0.32,0
1.3523e-07,0,0,2.0286e-09,0,0,1,2.9731e-19,5.4311e-06,0,1,0,-1.6376e-20,0.5,5.1371e-06,-1.3289e-13,0,0,3.9563e-10,,2.56,1.28,0.32,0
